cod_imovel,municipio,cod_estado,geometry
GO-5212204-5D9A52F2411D4BE8BE74CA5E1CEE15BF,Jussara,GO,
GO-5212204-5EA91F9370294F8F8F9447882810DD0B,Jussara,GO,
GO-5212204-618B314C50C54EEFBC18FB8B02538996,Jussara,GO,
GO-5212204-666FDE631E27448F908117041A14AAF7,Jussara,GO,
GO-5212204-66A905C03E3F44BA90A906FAEE4ECE22,Jussara,GO,
GO-5212204-67B7F23029D24ACFAC7656714A14C2DB,Jussara,GO,
,,,"POLYGON ((-51.37927167 -15.80765333, -51.36466556 -15.81741056, -51.36473972 -15.81753639, -51.36499361 -15.81746806, -51.36495556 -15.817679720000001, -51.36508667 -15.81790944, -51.36481389 -15.818163889999997, -51.36501583 -15.818415, -51.36517889 -15.81855, -51.36503278000001 -15.818740280000002, -51.36531278 -15.81927139, -51.36514556 -15.819770830000001, -51.36440111 -15.820649170000001, -51.3640125 -15.821211109999998, -51.36380917 -15.82199028, -51.36321139 -15.82239528, -51.36302694 -15.82257556, -51.36267472 -15.8228575, -51.36141778 -15.83522361, -51.35231667 -15.83383139, -51.35170861 -15.83896444, -51.34771639 -15.845642220000002, -51.34796667 -15.84600167, -51.34812417 -15.846250280000001, -51.34831917 -15.846488889999998, -51.34854083 -15.846703889999999, -51.34886972 -15.8468975, -51.34144417 -15.870473890000001, -51.342284170000006 -15.869914170000001, -51.34417528 -15.869792500000003, -51.34803361 -15.870313329999998, -51.35023194 -15.870471109999999, -51.35418417 -15.870551110000001, -51.35754389 -15.87112917, -51.3616 -15.87199139, -51.36442556 -15.871573610000002, -51.36529806 -15.871362500000002, -51.36530889 -15.871598609999998, -51.36467667 -15.87555833, -51.37041083 -15.876077220000003, -51.37191806 -15.876125280000002, -51.37719778 -15.879604169999999, -51.38077389 -15.874416390000002, -51.38190583 -15.87093472, -51.38856 -15.86511028, -51.390707500000005 -15.86322944, -51.39337222000001 -15.86252389, -51.393390280000006 -15.86338833, -51.39445639 -15.86354889, -51.39773028 -15.86406, -51.398076110000005 -15.87342111, -51.40595889 -15.87075361, -51.40773139 -15.87018806, -51.41174167 -15.869496670000002, -51.41187917 -15.868943330000002, -51.41343306 -15.86235083, -51.41486972 -15.861835280000001, -51.41609472 -15.861828609999998, -51.41732528 -15.86227583, -51.41897389 -15.86213722, -51.41879111 -15.86144083, -51.41910222 -15.860590280000002, -51.42010528 -15.86022361, -51.42100111 -15.85977972, -51.42204 -15.85918528, -51.42162667 -15.85853417, -51.42223528 -15.857547220000002, -51.42314 -15.85678167, -51.42372167 -15.85612306, -51.42658111000001 -15.85315139, -51.42596389 -15.851874170000002, -51.42761556 -15.85030806, -51.42852583 -15.850163890000001, -51.42991278 -15.85077278, -51.43128111 -15.85232833, -51.43160111 -15.85235889, -51.43206889 -15.851946670000002, -51.43242583 -15.85154528, -51.43171222 -15.84914972, -51.43133306 -15.848783889999998, -51.4296225 -15.84867278, -51.42861528 -15.84851361, -51.428321940000004 -15.8473675, -51.42902389 -15.846737780000002, -51.43063944000001 -15.846367779999998, -51.43239583 -15.84540139, -51.43349667 -15.84524889, -51.434920000000005 -15.845632780000003, -51.43676528 -15.846751670000002, -51.43776556 -15.846390830000002, -51.43831694 -15.84461944, -51.43755222 -15.844813890000001, -51.43706194 -15.84541139, -51.43657 -15.845792779999998, -51.43600417 -15.846153330000002, -51.43592 -15.845698889999998, -51.43535639 -15.84566722, -51.43493389000001 -15.845254170000002, -51.43434083 -15.84457944, -51.43466139 -15.84377972, -51.43474278 -15.84343333, -51.43431000000001 -15.842991110000002, -51.43432389 -15.842488610000002, -51.43369806 -15.84201667, -51.43286306 -15.84235028, -51.4323725 -15.84179028, -51.43180194 -15.84209778, -51.43192444 -15.84153, -51.43167611 -15.84134472, -51.43169806 -15.84176222, -51.43151389 -15.841775829999998, -51.43105194 -15.84141611, -51.4306625 -15.841399999999998, -51.43042667000001 -15.84162222, -51.42993028 -15.841545560000002, -51.42913139 -15.84157778, -51.42852194 -15.84137444, -51.42826417 -15.84122556, -51.42739722 -15.84174028, -51.42738722 -15.84200889, -51.42802278 -15.84213944, -51.42744222 -15.84280083, -51.42787861 -15.843124440000002, -51.42769778 -15.84325861, -51.42712333 -15.84311194, -51.42755833 -15.843798329999998, -51.42705889 -15.84415194, -51.4261325 -15.84415694, -51.42547 -15.84401028, -51.42490472 -15.84410694, -51.42392361 -15.844201110000002, -51.42301 -15.84492417, -51.422145 -15.844806110000002, -51.42126056 -15.844153609999998, -51.42066139 -15.843798329999998, -51.41997111 -15.843924170000001, -51.42017944 -15.84445222, -51.41963472 -15.84478389, -51.41940167 -15.84521611, -51.41864944 -15.84500694, -51.41780306 -15.84472778, -51.41743833 -15.84559528, -51.41659556 -15.845935, -51.41589222 -15.84651278, -51.415466390000006 -15.846537500000002, -51.41498361 -15.84689194, -51.41445389 -15.84681583, -51.41422639 -15.847409170000002, -51.41393056 -15.84751194, -51.41367444 -15.847134169999999, -51.412936110000004 -15.847237220000002, -51.41231722 -15.84749083, -51.41172222 -15.847560560000002, -51.4114825 -15.84776778, -51.41103 -15.848302780000001, -51.40996778 -15.84801583, -51.41006472 -15.84740028, -51.40994056 -15.84667528, -51.40959361 -15.84674667, -51.40910306 -15.84716056, -51.40875111 -15.84667778, -51.40867694 -15.847189720000001, -51.40813056 -15.846728330000001, -51.40764361 -15.84643944, -51.40668778 -15.84610417, -51.40619194 -15.846512220000001, -51.40580556 -15.845676940000002, -51.40586806 -15.84519944, -51.40596444 -15.84424472, -51.40596556 -15.8436175, -51.40519917 -15.84401417, -51.40480167 -15.844367220000002, -51.40485778 -15.84475528, -51.40429028 -15.84481111, -51.40413611000001 -15.844088330000002, -51.404965 -15.8431825, -51.40456083 -15.843044720000002, -51.40476 -15.8426875, -51.40356139 -15.84213194, -51.40296917 -15.84111, -51.40328528 -15.840684999999999, -51.402915 -15.84041583, -51.40295028 -15.83984917, -51.40268944 -15.83990194, -51.40292639 -15.83913083, -51.40288139 -15.838389170000001, -51.40246306 -15.83856583, -51.40244694 -15.837859170000002, -51.40218944 -15.83821028, -51.4016825 -15.837883610000002, -51.40179083 -15.83747444, -51.40153333 -15.83740611, -51.40146361 -15.83711583, -51.40177944 -15.83674639, -51.40133222 -15.83656444, -51.40101333 -15.83606806, -51.40097972 -15.83569417, -51.40060833 -15.83558889, -51.40042861 -15.835244170000001, -51.39959889 -15.83508472, -51.39958139 -15.83416111, -51.39995444 -15.83459139, -51.40023139 -15.834145000000001, -51.399515560000005 -15.833295, -51.39930944 -15.832892500000002, -51.39907611 -15.832933890000001, -51.39876306 -15.832675, -51.39858167 -15.8326575, -51.39796306 -15.83255278, -51.3977925 -15.83241278, -51.39767667 -15.83183139, -51.39792361000001 -15.831779439999998, -51.39804333 -15.831211110000002, -51.39762389 -15.831020280000002, -51.39721222 -15.83049194, -51.3971425 -15.829832780000002, -51.39658694 -15.82912417, -51.37927167 -15.80765333))"
GO-5212204-6A4B85E2354A4B81ADED3D20E1226C9B,Jussara,GO,
GO-5212204-709F48C8AFB1410A98BFB6AA16774C78,Jussara,GO,
GO-5212204-722863690680490CA4C132CD628B76D4,Jussara,GO,
GO-5212204-72B57BA00A4A45EBA58D040A74E67562,Jussara,GO,
GO-5212204-7E2ADE1A2C994C1FBE01A9E4115E49A1,Jussara,GO,
GO-5212204-7E8D8FBAA53747BCBB20329B57032F98,Jussara,GO,
GO-5212204-81F365C789534A84A8F8A35060DBF942,Jussara,GO,
GO-5212204-882C7F7A66AD4033AF778B7A4518A2B0,Jussara,GO,
GO-5212204-88C69561AE0B4505AB651AE37A00D04E,Jussara,GO,
GO-5212204-89767A2A870E408092A410DDBAFF342D,Jussara,GO,
GO-5212204-8A0CEB45254E411682E58F7496344623,Jussara,GO,
GO-5212204-8AE07816A270436D856E6EC821DE0A7B,Jussara,GO,
GO-5212204-8C2ACD4A01B64F69807B969C95EEE9FC,Jussara,GO,
GO-5212204-8D44AFB4390A42E39D43C06628182C81,Jussara,GO,
GO-5212204-8DD46E6D5E704E74AEFF1181E1B9A06F,Jussara,GO,
GO-5212204-8F9A53F42FEE4187BBBC3E66F68CEEBE,Jussara,GO,
GO-5212204-8FCA16FDCA014D4CBDA3F9FCB4E9CC9B,Jussara,GO,
GO-5212204-950D2FF509934A06BF6812F6700B4B9D,Jussara,GO,
GO-5212204-9590B08FA4974D2786D41A9EB95C0A8E,Jussara,GO,
GO-5212204-973E3F7C82CF4FBC87FD49A783C04134,Jussara,GO,
GO-5212204-980A3D0E49E84210B886D033F92512C9,Jussara,GO,
GO-5212204-9984B6C557E04873B22A6C2C429981AB,Jussara,GO,
GO-5212204-9F5C455B3F9F44B7BF9B40D03449CED9,Jussara,GO,
GO-5212204-A06B364DA3AC4E1393188DD955072A7A,Jussara,GO,
GO-5212204-A4424F07EA5349C688955C67B8E5D443,Jussara,GO,
GO-5212204-A614927086AE489E901B1E2C9D35A6CB,Jussara,GO,
GO-5212204-ACA083B749944315972FE0795ACD12C3,Jussara,GO,
GO-5212204-ADCB9B746C3B4DDF994A56429CECA7DB,Jussara,GO,
GO-5212204-AE6A2EC35795457CBEB9C3256A5B2FB3,Jussara,GO,
GO-5212204-B09F3674DFFF46D7AB8D2101F77AFC10,Jussara,GO,
GO-5212204-B0DB916FE59C4F02AA797C8BBABA23EA,Jussara,GO,
GO-5212204-B348A1C10B4943428EC43952E5FE1A9B,Jussara,GO,
GO-5212204-BC0DD19983DE40DDA0F0E5BF93136C61,Jussara,GO,
GO-5212204-BC6E2EE9073D4CE6BCB517FA6E9EBF87,Jussara,GO,
GO-5212204-BCCDDA00F01E4C72BA80402253DCB38A,Jussara,GO,
GO-5212204-BE591775498E412EB7E493B69772012F,Jussara,GO,
GO-5212204-C020E51A64DE4DFAA0647BE31783FF65,Jussara,GO,
GO-5212204-C1B09E9FD9214A2EA281C3801C9E1953,Jussara,GO,
GO-5212204-C314E7EC753C403AB9968098ED2C6FCD,Jussara,GO,
GO-5212204-C36EFCBB660143D29A145ACEC1F9977C,Jussara,GO,
GO-5212204-C89768295EC14B488BC2A10A70813D1B,Jussara,GO,
GO-5212204-CA4C71E570B14DB591B595D9489A2B89,Jussara,GO,
GO-5212204-CA6A8154990C4D92B41EE734F4B8FEEB,Jussara,GO,
GO-5212204-CC710126509D41038EA24A25CC12E236,Jussara,GO,
GO-5212204-CE5E071E653F445E8EA2609440D42C75,Jussara,GO,
GO-5212204-CEAFB76B8EA14062854C222248878EC8,Jussara,GO,
GO-5212204-CFFEFFF2769A4055A61320097E500EB8,Jussara,GO,
GO-5212204-D06FA1D1899847B1932E9F802BD14498,Jussara,GO,
GO-5212204-D7C048E5C31F4DA5A37066D256069D00,Jussara,GO,
GO-5212204-D99E7FB413AF499E8845CAA36FC4353B,Jussara,GO,
GO-5212204-DA0E3C866893466CA994D0B0178498F2,Jussara,GO,
GO-5212204-DD210C6E045D48DCBBE38A2FAEEE5520,Jussara,GO,
GO-5212204-E60476C645D74B1FABA244292F6A832C,Jussara,GO,
GO-5212204-E8645BFEDF4047F3B7A323A4137BD120,Jussara,GO,
GO-5212204-ED546975E9DA42B19C6ED84E8C72955E,Jussara,GO,
GO-5212204-F02DDCCA149C4C74B510CC73B2AE078F,Jussara,GO,
